Referencia,Fecha Alta,Tipo,Operación,Departamento,Area (m2),Precio Venta/Alquiler,Fecha Venta,Vendedor
774,42648,Local,Alquiler,Meta,244,233215200,42891,Joaquín
775,42648,Local,Venta,Boyacá,204,160650000,42941,Carmen
776,42648,parqueadero,Venta,Boyacá,76,41116000,42781,Joaquín
777,42648,lote,Alquiler,Meta,68,61179600,42904,Luisa
778,42649,Local,Alquiler,Cundinamarca,228,155473200,42964,Jesús
779,42649,Local,Alquiler,Meta,256,187776000,42839,María
780,42649,Local,Venta,Meta,185,160728000,42822,Carmen
781,42649,lote,Alquiler,Boyacá,158,121739000,42852,Luisa
782,42649,lote,Venta,Norte de Santander,74,29999600,42980,María
783,42649,Oficina,Alquiler,Norte de Santander,219,145569300,42763,Joaquín
784,42649,parqueadero,Alquiler,Meta,83,77870600,42989,María
785,42649,Casa,Alquiler,Cundinamarca,228,168514800,43013,Luisa
786,42649,parqueadero,Venta,Boyacá,224,91324800,42919,Jesús
787,42649,Casa,Venta,Cundinamarca,279,206487900,42862,María
788,42650,Casa,Venta,Norte de Santander,92,85385200,43003,Carmen
789,42650,apartamento,Venta,Cundinamarca,251,178184900,42939,Luisa
790,42650,apartamento,Venta,Meta,108,64746000,42804,Luisa
791,42651,Industrial,Venta,Norte de Santander,113,86919600,42944,Jesús
792,42651,apartamento,Venta,Meta,292,156512000,43010,Joaquín
793,42651,apartamento,Venta,Boyacá,88,50732000,42984,María
794,42653,Oficina,Venta,Meta,277,152294600,42803,Joaquín
795,42653,Casa,Alquiler,Meta,74,33847600,42874,Jesús
796,42653,Casa,Alquiler,Boyacá,110,95029000,42894,Carmen
797,42654,Oficina,Venta,Cundinamarca,255,144228000,42859,Jesús
798,42654,apartamento,Venta,Norte de Santander,222,147874200,43002,Jesús
799,42654,lote,Alquiler,Meta,278,220982200,42793,Jesús
800,42655,Local,Alquiler,Meta,67,65325000,42785,María
801,42656,Local,Alquiler,Meta,159,132319800,42973,Jesús
802,42656,lote,Venta,Boyacá,114,110602800,42793,María
803,42656,Local,Alquiler,Meta,163,111540900,42808,María
804,42656,Industrial,Venta,Norte de Santander,114,58003200,42822,Jesús
805,42657,apartamento,Alquiler,Cundinamarca,243,146917800,42784,Pedro
806,42657,Oficina,Venta,Norte de Santander,43,41555200,42751,Luisa
807,42658,lote,Alquiler,Meta,259,189173600,42934,María
808,42658,Oficina,Alquiler,Norte de Santander,119,63022400,42834,Joaquín
809,42658,Casa,Venta,Meta,222,129248400,43009,Pedro
810,42658,Industrial,Venta,Cundinamarca,51,33430500,43003,Carmen
811,42659,Industrial,Venta,Boyacá,214,180551800,42977,Carmen
812,42659,Oficina,Venta,Meta,236,220825200,42846,Pedro
813,42660,Casa,Venta,Norte de Santander,138,73347000,42829,Pedro
814,42660,Oficina,Alquiler,Cundinamarca,192,162720000,42762,Luisa
815,42660,Industrial,Venta,Meta,182,169041600,42982,Pedro
816,42661,parqueadero,Alquiler,Cundinamarca,232,218010400,42935,Joaquín
817,42661,lote,Alquiler,Cundinamarca,158,87863800,42860,Joaquín
818,42661,lote,Alquiler,Meta,49,24460800,42846,Pedro
819,42662,parqueadero,Venta,Cundinamarca,102,56263200,42979,Luisa
820,42662,apartamento,Alquiler,Meta,206,168817000,42933,Jesús
821,42662,parqueadero,Venta,Norte de Santander,161,139201800,42928,María
822,42663,Industrial,Venta,Meta,259,162833300,42956,María
823,42663,parqueadero,Venta,Boyacá,177,99279300,42814,Carmen
824,42664,apartamento,Alquiler,Norte de Santander,60,48456000,42971,Jesús
825,42664,Local,Venta,Meta,172,86688000,42979,Luisa
826,42664,Oficina,Alquiler,Norte de Santander,239,170956700,42896,Jesús
827,42665,Industrial,Venta,Meta,149,139180900,42953,Pedro
828,42666,Industrial,Alquiler,Cundinamarca,199,127877400,42831,Pedro
829,42666,Local,Venta,Boyacá,152,121888800,42798,Joaquín
830,42667,Local,Venta,Boyacá,143,140955100,42848,Jesús
831,42667,parqueadero,Venta,Norte de Santander,115,88090000,42920,Carmen
832,42667,Casa,Alquiler,Meta,87,57420000,42874,Carmen
833,42667,Oficina,Alquiler,Boyacá,212,196863200,43031,Pedro
834,42667,Casa,Venta,Cundinamarca,73,59210300,42815,Jesús
835,42668,parqueadero,Venta,Boyacá,168,127680000,42941,Carmen
836,42668,lote,Venta,Meta,274,212459600,42787,Carmen
837,42670,Local,Venta,Norte de Santander,127,102133400,42876,Joaquín
838,42670,apartamento,Alquiler,Norte de Santander,62,58311000,42785,Joaquín
839,42670,Local,Venta,Boyacá,109,102917800,42929,Joaquín
840,42670,parqueadero,Alquiler,Norte de Santander,114,104047800,42854,Carmen
841,42670,apartamento,Venta,Norte de Santander,120,106116000,42838,Luisa
842,42672,lote,Venta,Cundinamarca,109,94219600,42978,Joaquín
843,42673,Casa,Venta,Cundinamarca,175,171272500,42806,Carmen
844,42673,Local,Alquiler,Meta,121,59302100,42794,Luisa
845,42674,Industrial,Venta,Meta,280,148568000,43031,Luisa
846,42674,lote,Alquiler,Meta,246,221498400,43000,Joaquín
847,42674,apartamento,Alquiler,Norte de Santander,121,73192900,42913,Pedro
848,42674,Oficina,Alquiler,Meta,223,156612900,42831,Jesús
849,42675,Casa,Venta,Meta,120,100332000,42934,Carmen
850,42675,apartamento,Alquiler,Norte de Santander,159,139109100,42902,Carmen
851,42675,Casa,Alquiler,Norte de Santander,157,103211800,42902,Luisa
852,42676,Casa,Alquiler,Norte de Santander,237,176802000,42852,Luisa
853,42676,apartamento,Venta,Meta,246,170871600,42810,Jesús
854,42676,apartamento,Alquiler,Boyacá,299,243027200,42820,Carmen
855,42677,lote,Venta,Norte de Santander,223,165020000,42975,Carmen
856,42677,Industrial,Venta,Cundinamarca,247,99565700,42915,Jesús
857,42677,Industrial,Venta,Norte de Santander,238,237904800,42986,María
858,42677,Oficina,Alquiler,Boyacá,251,182175800,42897,Luisa
859,42677,lote,Venta,Cundinamarca,65,39754000,42877,Joaquín
860,42677,apartamento,Venta,Boyacá,288,224265600,42777,Jesús
861,42677,apartamento,Alquiler,Norte de Santander,96,89145600,42944,Pedro
862,42678,Local,Alquiler,Cundinamarca,152,63156000,43036,Joaquín
863,42680,Oficina,Alquiler,Cundinamarca,246,232863600,42804,Luisa
864,42680,Industrial,Venta,Norte de Santander,108,55360800,42770,Luisa
865,42680,parqueadero,Alquiler,Norte de Santander,110,52316000,42989,Joaquín
866,42681,parqueadero,Venta,Norte de Santander,136,105454400,42996,María
867,42681,lote,Venta,Meta,82,41869200,42988,Luisa
868,42681,lote,Venta,Meta,127,91211400,42998,Joaquín
869,42681,parqueadero,Alquiler,Boyacá,183,108207900,42985,Carmen
870,42682,Industrial,Venta,Meta,245,195118000,42831,Luisa
871,42682,Casa,Alquiler,Meta,88,72635200,42899,Joaquín
872,42683,apartamento,Alquiler,Norte de Santander,185,139046000,42976,Jesús
873,42683,Industrial,Alquiler,Boyacá,295,292315500,42861,Luisa
874,42683,apartamento,Venta,Meta,80,45856000,42788,Pedro
875,42683,Oficina,Alquiler,Norte de Santander,147,125920200,42858,Pedro
876,42683,Industrial,Venta,Meta,114,96865800,42915,María
877,42683,Oficina,Alquiler,Boyacá,128,54912000,42810,Carmen
878,42684,Industrial,Alquiler,Cundinamarca,145,137213500,42843,Pedro
879,42684,Oficina,Venta,Boyacá,147,107030700,42926,Pedro
880,42685,parqueadero,Alquiler,Boyacá,272,154278400,42910,Joaquín
881,42685,Casa,Alquiler,Boyacá,113,64556900,42896,Carmen
882,42685,Local,Venta,Meta,220,97042000,42975,Luisa
883,42685,apartamento,Venta,Norte de Santander,266,137096400,43030,María
884,42685,apartamento,Venta,Norte de Santander,125,59087500,42998,Carmen
885,42685,Casa,Alquiler,Boyacá,151,71921300,42789,Jesús
886,42686,apartamento,Venta,Norte de Santander,133,119128100,42914,Joaquín
887,42687,lote,Alquiler,Cundinamarca,160,135616000,43047,Luisa
888,42687,Oficina,Alquiler,Boyacá,95,41239500,42947,María
889,42687,Oficina,Alquiler,Boyacá,236,142001200,43039,Pedro
890,42687,Oficina,Venta,Meta,165,159852000,43019,Pedro
891,42687,Casa,Venta,Norte de Santander,255,254362500,42976,Pedro
892,42688,Casa,Alquiler,Meta,226,202563800,42859,María
893,42688,Casa,Venta,Meta,228,111560400,42999,Pedro
894,42688,parqueadero,Alquiler,Boyacá,92,61069600,42859,Jesús
895,42688,Industrial,Alquiler,Cundinamarca,229,134102400,42990,Jesús
896,42688,apartamento,Alquiler,Meta,226,134063200,43002,Luisa
897,42689,lote,Alquiler,Boyacá,64,58156800,42781,Carmen
898,42689,Casa,Venta,Cundinamarca,258,244945200,42808,Jesús
899,42690,Local,Venta,Cundinamarca,58,31581000,42900,Jesús
900,42690,Casa,Alquiler,Cundinamarca,136,107276800,42827,Pedro
901,42690,parqueadero,Alquiler,Norte de Santander,294,165345600,42934,Pedro
902,42691,Oficina,Alquiler,Cundinamarca,294,272214600,43044,Joaquín
903,42691,lote,Alquiler,Meta,151,102936700,42860,Carmen
904,42691,apartamento,Venta,Cundinamarca,62,45576200,42941,Pedro
905,42692,Local,Alquiler,Norte de Santander,116,47989200,43050,Joaquín
906,42692,Industrial,Alquiler,Meta,68,50014000,43035,Pedro
907,42692,Oficina,Alquiler,Cundinamarca,59,49170600,42919,Jesús
908,42692,parqueadero,Venta,Norte de Santander,134,93344400,42842,Pedro
909,42692,Industrial,Venta,Meta,127,120459500,42840,Carmen
910,42693,apartamento,Alquiler,Meta,197,150685300,43055,Jesús
911,42694,Local,Alquiler,Cundinamarca,135,103666500,43047,Pedro
912,42694,lote,Alquiler,Boyacá,200,196740000,42977,Pedro
913,42694,lote,Alquiler,Boyacá,250,167650000,42977,Pedro
914,42694,apartamento,Venta,Norte de Santander,48,36648000,42997,Pedro
915,42694,Oficina,Venta,Norte de Santander,285,186988500,42957,Jesús
916,42695,apartamento,Alquiler,Boyacá,155,151109500,42967,María
917,42695,parqueadero,Venta,Meta,263,171975700,42975,Pedro
918,42696,Industrial,Alquiler,Boyacá,197,166208900,42915,Carmen
919,42696,Casa,Alquiler,Boyacá,270,131166000,43019,María
920,42697,Industrial,Venta,Cundinamarca,137,124204200,42955,Luisa
921,42698,lote,Venta,Meta,163,127303000,42902,Luisa
922,42698,Oficina,Venta,Boyacá,217,123820200,42866,Joaquín
923,42698,lote,Venta,Meta,257,144074200,42925,Carmen
924,42699,parqueadero,Alquiler,Norte de Santander,283,221390900,42865,Luisa
925,42699,parqueadero,Alquiler,Boyacá,298,203951200,43019,Joaquín
926,42699,lote,Alquiler,Cundinamarca,298,237655000,43027,Luisa
927,42699,lote,Alquiler,Cundinamarca,151,70970000,42810,Carmen
928,42700,Industrial,Alquiler,Cundinamarca,283,161564700,42892,Joaquín
929,42701,Local,Alquiler,Meta,73,41026000,43037,Carmen
930,42701,Local,Venta,Meta,161,160468700,42799,Luisa
931,42701,lote,Venta,Boyacá,223,205338400,43052,Carmen
932,42703,parqueadero,Venta,Boyacá,121,75443500,42848,Joaquín
933,42703,parqueadero,Alquiler,Meta,150,79500000,43025,Luisa
934,42703,Casa,Alquiler,Norte de Santander,228,221274000,43018,Jesús
935,42704,Oficina,Alquiler,Boyacá,164,137300800,42895,Pedro
936,42705,parqueadero,Alquiler,Norte de Santander,116,57304000,43040,María
937,42705,Industrial,Alquiler,Norte de Santander,276,193255200,43028,María
938,42705,Local,Venta,Cundinamarca,158,76677400,42818,Pedro
939,42705,Industrial,Alquiler,Norte de Santander,216,196236000,42872,Pedro
940,42706,Industrial,Venta,Cundinamarca,249,166282200,42927,Luisa
941,42706,Industrial,Venta,Cundinamarca,68,61424400,42866,Jesús
942,42706,Industrial,Alquiler,Meta,177,148591500,42854,Carmen
943,42707,apartamento,Venta,Meta,268,127300000,42902,Carmen
944,42707,apartamento,Alquiler,Norte de Santander,66,55803000,43070,Carmen
945,42708,apartamento,Venta,Meta,162,89488800,42820,Pedro
946,42708,apartamento,Venta,Norte de Santander,243,144755100,42991,Pedro
947,42708,lote,Venta,Boyacá,103,47462400,42819,Carmen
948,42709,apartamento,Alquiler,Norte de Santander,237,172559700,42923,Pedro
949,42709,parqueadero,Alquiler,Cundinamarca,206,124156200,42943,María
950,42709,apartamento,Venta,Norte de Santander,233,215385200,42805,Pedro
951,42710,Oficina,Venta,Cundinamarca,65,30725500,43019,Carmen
952,42711,Industrial,Venta,Cundinamarca,142,95480800,42904,María
953,42711,Casa,Alquiler,Norte de Santander,240,151032000,43027,Carmen
954,42712,parqueadero,Venta,Boyacá,68,33095600,42996,María
955,42713,lote,Venta,Norte de Santander,200,193840000,42972,María
956,42713,apartamento,Venta,Meta,80,50984000,42876,Carmen
957,42713,Casa,Alquiler,Meta,84,36876000,42946,Luisa
958,42714,Local,Alquiler,Meta,227,107166700,42881,Carmen
959,42714,parqueadero,Venta,Meta,291,187287600,42871,María
960,42714,lote,Venta,Norte de Santander,275,173250000,42926,Joaquín
961,42714,parqueadero,Alquiler,Norte de Santander,96,53558400,43030,Carmen
962,42714,Oficina,Alquiler,Cundinamarca,174,127159200,42929,Joaquín
963,42715,Local,Venta,Boyacá,190,159372000,42883,Pedro
964,42715,lote,Venta,Norte de Santander,185,103859000,42931,Luisa
965,42715,Industrial,Venta,Norte de Santander,56,52561600,42962,Joaquín
966,42715,apartamento,Alquiler,Boyacá,213,199453200,42847,María
967,42716,apartamento,Venta,Norte de Santander,175,72292500,42812,Carmen
968,42716,Local,Alquiler,Boyacá,96,76982400,43011,Jesús
969,42718,apartamento,Venta,Boyacá,272,258155200,43030,Pedro
970,42718,apartamento,Alquiler,Norte de Santander,232,119340800,42893,Luisa
971,42718,apartamento,Venta,Boyacá,200,114560000,43000,María
972,42718,apartamento,Venta,Norte de Santander,219,105930300,42943,Joaquín
973,42719,Casa,Alquiler,Boyacá,126,60064200,42967,Jesús
974,42719,parqueadero,Alquiler,Boyacá,131,92014400,43079,Jesús
975,42720,lote,Venta,Boyacá,77,40956300,42946,Pedro
976,42720,Local,Alquiler,Cundinamarca,232,123656000,43059,Pedro
977,42720,lote,Alquiler,Cundinamarca,199,149449000,42829,Joaquín
978,42721,Casa,Venta,Meta,115,65929500,43017,María
979,42722,Casa,Alquiler,Cundinamarca,97,67279200,42878,Joaquín
980,42722,lote,Venta,Cundinamarca,122,58901600,43012,Joaquín
981,42722,Local,Venta,Norte de Santander,278,227376200,43069,Pedro
982,42723,Casa,Alquiler,Cundinamarca,212,158894000,42976,Carmen
983,42723,Oficina,Alquiler,Cundinamarca,250,112775000,42829,Luisa
984,42723,lote,Alquiler,Boyacá,278,167828600,42845,Jesús
985,42724,apartamento,Alquiler,Cundinamarca,270,242730000,42984,Pedro
986,42724,lote,Alquiler,Boyacá,212,175324000,42869,Joaquín
987,42725,Industrial,Venta,Boyacá,258,189475200,42968,Carmen
988,42725,Casa,Alquiler,Meta,225,200047500,42928,Jesús
989,42725,apartamento,Venta,Boyacá,81,52812000,42925,Joaquín
990,42725,Industrial,Venta,Cundinamarca,182,171789800,42849,Pedro
991,42725,Oficina,Venta,Cundinamarca,233,187075700,43021,Luisa
992,42726,apartamento,Alquiler,Norte de Santander,281,232611800,42938,María
993,42726,Industrial,Venta,Meta,201,191151000,42909,Luisa
994,42726,Local,Venta,Norte de Santander,187,134696100,43089,Joaquín
995,42726,Oficina,Venta,Meta,180,141480000,42884,Joaquín
996,42727,parqueadero,Alquiler,Norte de Santander,88,69018400,42884,Carmen
997,42727,Industrial,Alquiler,Norte de Santander,66,44893200,42979,Pedro
998,42727,Local,Venta,Norte de Santander,219,210174300,42946,Luisa
999,42727,Industrial,Venta,Norte de Santander,67,43074300,42892,Pedro
1000,42728,parqueadero,Venta,Boyacá,300,270720000,43023,Luisa
1001,42729,Local,Venta,Cundinamarca,250,136875000,42893,Luisa
1002,42729,apartamento,Alquiler,Cundinamarca,292,267705600,42938,María
1003,42729,parqueadero,Venta,Meta,87,63805800,42935,Jesús
1004,42730,apartamento,Venta,Boyacá,95,86678000,42840,Jesús
1005,42730,Oficina,Alquiler,Norte de Santander,159,143736000,42898,Luisa
1006,42730,lote,Venta,Boyacá,215,170624000,42850,Pedro
1007,42731,Oficina,Alquiler,Meta,86,82250400,42964,Jesús
1008,42731,Casa,Venta,Boyacá,121,62278700,42857,Carmen
1009,42731,apartamento,Alquiler,Meta,222,126673200,42909,Pedro
1010,42731,parqueadero,Venta,Norte de Santander,211,94570200,43073,Luisa
1011,42731,apartamento,Alquiler,Cundinamarca,96,86284800,43092,María
1012,42734,Oficina,Venta,Meta,173,100807100,42937,Jesús
1013,42735,Oficina,Venta,Cundinamarca,191,165788000,42984,Pedro
1014,42735,Casa,Venta,Cundinamarca,146,145722600,43044,María
1015,42735,Local,Alquiler,Cundinamarca,168,150847200,43072,Luisa
1016,42736,parqueadero,Alquiler,Cundinamarca,142,127686400,43032,María
1017,42736,parqueadero,Venta,Norte de Santander,217,210186200,43031,Carmen
1018,42736,Local,Alquiler,Cundinamarca,269,136006400,42964,Jesús
1019,42737,lote,Venta,Boyacá,47,36998400,42971,Jesús
1020,42737,Industrial,Alquiler,Boyacá,201,117685500,43015,María
1021,42737,lote,Alquiler,Norte de Santander,86,45296200,43032,Joaquín
1022,42738,apartamento,Alquiler,Meta,237,117765300,43049,Joaquín
1023,42738,Oficina,Venta,Norte de Santander,105,88998000,43024,Pedro
1024,42738,apartamento,Alquiler,Cundinamarca,172,161542400,43058,Carmen
1025,42739,Industrial,Alquiler,Meta,216,202262400,42862,Jesús
1026,42739,parqueadero,Alquiler,Cundinamarca,206,123126200,42926,Luisa
1027,42739,Casa,Alquiler,Norte de Santander,79,35297200,43045,Joaquín
1028,42740,Casa,Venta,Boyacá,81,61041600,43064,Joaquín
1029,42740,apartamento,Alquiler,Boyacá,269,108918100,42941,Joaquín
1030,42740,apartamento,Alquiler,Meta,221,119450500,43081,María
1031,42740,Industrial,Alquiler,Cundinamarca,143,110667700,42955,María
1032,42741,Industrial,Alquiler,Cundinamarca,170,126225000,43068,Luisa
1033,42741,Casa,Alquiler,Boyacá,171,123667200,42893,Luisa
1034,42741,Industrial,Alquiler,Norte de Santander,153,92335500,42923,Luisa
1035,42742,Industrial,Venta,Cundinamarca,252,239878800,43058,Jesús
1036,42742,Local,Venta,Boyacá,180,163656000,42978,Luisa
1037,42743,Industrial,Venta,Boyacá,271,249672300,43081,Jesús
1038,42743,apartamento,Alquiler,Norte de Santander,59,32532600,42834,Carmen
1039,42744,Casa,Alquiler,Boyacá,264,144144000,43036,Pedro
1040,42744,Local,Venta,Cundinamarca,162,131544000,42994,Jesús
1041,42744,Local,Alquiler,Meta,286,173230200,42973,Joaquín
1042,42745,lote,Venta,Meta,90,37431000,43076,María
1043,42746,lote,Alquiler,Meta,186,184400400,42905,Pedro
1044,42746,apartamento,Alquiler,Meta,217,160319600,43080,Joaquín
1045,42746,parqueadero,Alquiler,Norte de Santander,260,240292000,43017,Joaquín
1046,42746,lote,Alquiler,Norte de Santander,240,182328000,42982,Luisa
1047,42746,Oficina,Alquiler,Cundinamarca,157,94969300,43066,Jesús
1048,42747,Casa,Alquiler,Cundinamarca,279,236257200,43003,Luisa
1049,42747,Oficina,Venta,Cundinamarca,73,67298700,42846,Joaquín
1050,42747,Casa,Venta,Meta,120,70368000,42994,Carmen
1051,42747,parqueadero,Venta,Boyacá,246,194044800,43016,Pedro
1052,42747,Casa,Venta,Norte de Santander,75,62460000,43081,María
1053,42748,Industrial,Venta,Norte de Santander,42,22428000,42926,María
1054,42749,Oficina,Alquiler,Cundinamarca,251,213877100,42870,Carmen
1055,42749,Local,Alquiler,Boyacá,149,125040800,43038,Pedro
1056,42750,lote,Alquiler,Norte de Santander,45,30010500,42888,Carmen
1057,42750,Casa,Venta,Cundinamarca,90,59985000,43099,María
1058,42750,parqueadero,Venta,Cundinamarca,221,191982700,43106,Joaquín
1059,42751,Oficina,Venta,Norte de Santander,133,57323000,42998,Jesús
1060,42752,apartamento,Venta,Cundinamarca,80,50056000,43080,Jesús
1061,42752,Industrial,Venta,Cundinamarca,45,25951500,43086,Joaquín
1062,42753,parqueadero,Venta,Meta,68,65205200,42998,Joaquín
1063,42754,Oficina,Venta,Cundinamarca,213,188654100,42983,Jesús
1064,42754,apartamento,Alquiler,Norte de Santander,80,60720000,43059,Carmen
1065,42754,Industrial,Alquiler,Boyacá,200,150280000,43022,Joaquín
1066,42755,lote,Venta,Norte de Santander,287,280800800,42910,Pedro
1067,42755,lote,Venta,Boyacá,108,89262000,43047,Pedro
1068,42756,parqueadero,Venta,Cundinamarca,221,147119700,43025,Joaquín
1069,42756,Local,Venta,Meta,108,106574400,42858,Pedro
1070,42756,parqueadero,Venta,Boyacá,232,116278400,42970,Pedro
1071,42756,parqueadero,Venta,Norte de Santander,118,113445200,42852,Carmen
1072,42757,apartamento,Alquiler,Norte de Santander,132,59215200,42848,Carmen
1073,42757,Oficina,Alquiler,Meta,246,208386600,42941,Luisa
1074,42757,Industrial,Alquiler,Boyacá,293,214183000,42997,Joaquín
1075,42758,parqueadero,Alquiler,Cundinamarca,290,227505000,42998,Jesús
1076,42758,parqueadero,Venta,Boyacá,72,29836800,42851,Luisa
1077,42758,Local,Alquiler,Cundinamarca,212,191160400,43114,María
1078,42759,Oficina,Alquiler,Cundinamarca,254,185064400,43067,Carmen
1079,42759,Oficina,Venta,Norte de Santander,91,77768600,43027,Luisa
1080,42759,Local,Alquiler,Boyacá,287,227935400,43084,Joaquín
1081,42759,apartamento,Alquiler,Cundinamarca,180,112842000,43021,Carmen
1082,42760,Oficina,Venta,Meta,173,161512800,42861,Carmen
1083,42760,Oficina,Alquiler,Meta,210,133203000,43102,Carmen
1084,42760,parqueadero,Alquiler,Norte de Santander,287,137013800,42858,Joaquín
1085,42760,Industrial,Venta,Cundinamarca,47,42417500,42905,Joaquín
1086,42760,apartamento,Alquiler,Boyacá,260,254618000,42878,Carmen
1087,42761,parqueadero,Alquiler,Meta,197,119973000,43113,Luisa
1088,42761,Industrial,Alquiler,Meta,144,76017600,43028,Pedro
1089,42762,Industrial,Venta,Cundinamarca,168,108124800,42887,Carmen
1090,42763,Local,Alquiler,Cundinamarca,253,181679300,43030,Pedro
1091,42763,Oficina,Venta,Meta,110,94380000,43126,Jesús
1092,42764,apartamento,Alquiler,Meta,299,213037500,43036,Carmen
1093,42766,parqueadero,Alquiler,Norte de Santander,222,220934400,42987,Carmen
1094,42767,apartamento,Venta,Cundinamarca,139,118747700,42886,Carmen
1095,42767,Local,Venta,Cundinamarca,300,177270000,43103,María
1096,42767,Local,Venta,Norte de Santander,64,53939200,42950,Pedro
1097,42767,Oficina,Venta,Meta,156,77110800,42941,Luisa
1098,42767,lote,Venta,Cundinamarca,262,196080800,42989,Pedro
1099,42768,Industrial,Alquiler,Norte de Santander,82,62131400,42985,Luisa
1100,42768,apartamento,Alquiler,Meta,243,181423800,43129,Jesús
1101,42768,lote,Alquiler,Boyacá,73,46895200,42897,Joaquín
1102,42768,Casa,Venta,Meta,268,195077200,42888,Joaquín
1103,42769,Local,Venta,Boyacá,125,93225000,42950,María
1104,42769,Oficina,Venta,Boyacá,114,78671400,42982,Luisa
1105,42769,parqueadero,Alquiler,Meta,97,54164800,42897,Carmen
1106,42770,Oficina,Venta,Norte de Santander,141,127943400,43004,Carmen
1107,42771,lote,Alquiler,Meta,105,65058000,42881,Carmen
1108,42771,Industrial,Alquiler,Boyacá,199,100932800,43073,Pedro
1109,42771,parqueadero,Alquiler,Meta,286,206463400,42881,Carmen
1110,42771,Local,Venta,Boyacá,110,92499000,43003,Pedro
1111,42772,parqueadero,Alquiler,Cundinamarca,87,37244700,42933,Jesús
1112,42772,Industrial,Alquiler,Cundinamarca,210,160230000,42912,Pedro
1113,42772,parqueadero,Venta,Meta,157,132335300,42941,Luisa
1114,42773,Industrial,Venta,Norte de Santander,76,49924400,42920,Luisa
1115,42774,apartamento,Alquiler,Boyacá,179,96302000,43045,Pedro
1116,42774,Local,Venta,Boyacá,96,49363200,43113,Jesús
1117,42774,Casa,Alquiler,Norte de Santander,154,103749800,42998,Luisa
1118,42775,parqueadero,Alquiler,Boyacá,293,274130800,43028,María
1119,42776,Local,Alquiler,Cundinamarca,286,191248200,43065,Pedro
1120,42776,Local,Venta,Norte de Santander,180,170766000,42944,Joaquín
1121,42776,apartamento,Venta,Boyacá,176,159262400,42875,Carmen
1122,42777,apartamento,Venta,Norte de Santander,228,133904400,43083,Pedro
1123,42777,Oficina,Venta,Norte de Santander,157,87935700,42872,Joaquín
1124,42777,apartamento,Venta,Norte de Santander,208,121534400,42882,Jesús
1125,42779,Casa,Alquiler,Meta,245,228707500,43131,Luisa
1126,42779,apartamento,Venta,Meta,111,46231500,43113,Luisa
1127,42780,apartamento,Alquiler,Meta,75,35977500,42884,María
1128,42780,parqueadero,Venta,Cundinamarca,229,185948000,43106,Joaquín
1129,42780,Oficina,Alquiler,Norte de Santander,119,89964000,43081,Pedro
1130,42781,Casa,Alquiler,Cundinamarca,58,44433800,42890,Carmen
1131,42781,parqueadero,Venta,Cundinamarca,156,79591200,43106,Carmen
1132,42781,apartamento,Alquiler,Cundinamarca,92,90095600,42900,Pedro
1133,42781,Oficina,Venta,Boyacá,132,71240400,42950,Carmen
1134,42781,Local,Venta,Cundinamarca,122,87925400,42911,Luisa
1135,42782,Casa,Alquiler,Meta,58,34910200,43030,Carmen
1136,42782,lote,Venta,Boyacá,67,29788200,43139,Joaquín
1137,42782,apartamento,Venta,Boyacá,75,56347500,43094,Pedro
1138,42782,Casa,Venta,Cundinamarca,257,106655000,43001,Carmen
1139,42782,Industrial,Venta,Norte de Santander,96,74217600,43084,Pedro
1140,42782,lote,Venta,Meta,140,131866000,43024,Pedro
1141,42782,parqueadero,Venta,Boyacá,179,160133400,43046,Jesús
1142,42782,Casa,Venta,Meta,230,103385000,43038,María
1143,42783,lote,Alquiler,Cundinamarca,254,139420600,42883,Carmen
1144,42783,lote,Alquiler,Cundinamarca,256,217676800,43144,Carmen
1145,42783,apartamento,Alquiler,Meta,106,85022600,42980,Joaquín
1146,42783,Oficina,Venta,Cundinamarca,198,109078200,43132,Joaquín
1147,42784,Industrial,Alquiler,Boyacá,153,151913700,42906,Carmen
1148,42784,Oficina,Alquiler,Cundinamarca,233,98419200,43128,Jesús
1149,42784,Oficina,Alquiler,Boyacá,61,48165600,42996,Carmen
1150,42784,apartamento,Alquiler,Boyacá,105,90909000,43033,Jesús
1151,42784,Local,Venta,Cundinamarca,158,130839800,43136,Carmen
1152,42785,Local,Venta,Norte de Santander,224,196627200,43071,Pedro
1153,42785,lote,Venta,Boyacá,272,202123200,43024,Jesús
1154,42786,apartamento,Alquiler,Cundinamarca,292,286568800,42968,Carmen
1155,42786,lote,Venta,Meta,94,85737400,43080,Carmen
1156,42786,Industrial,Venta,Meta,251,130520000,43087,Luisa
1157,42786,Local,Venta,Norte de Santander,254,161417000,43118,María
1158,42786,Oficina,Venta,Cundinamarca,298,243644800,42960,Carmen
1159,42786,Industrial,Venta,Meta,214,182370800,42994,Joaquín
1160,42787,Industrial,Venta,Cundinamarca,276,214838400,43020,Jesús
1161,42788,lote,Venta,Boyacá,197,159471500,43115,Luisa
1162,42788,Local,Venta,Meta,111,69830100,43031,Joaquín
1163,42788,Industrial,Alquiler,Meta,81,52398900,43021,Joaquín
1164,42788,parqueadero,Venta,Boyacá,174,75098400,42923,Joaquín
1165,42789,lote,Alquiler,Boyacá,214,166513400,43029,Pedro
1166,42789,apartamento,Alquiler,Boyacá,227,182054000,43020,Luisa
1167,42789,parqueadero,Venta,Boyacá,152,107646400,42882,Pedro
1168,42790,apartamento,Venta,Norte de Santander,206,113650200,43122,Pedro
1169,42790,Casa,Alquiler,Meta,150,105150000,43148,Joaquín
